Manufacturer,Series,Focal Length,T-Stop,Prime / Zoom / Special,Format,Mount,Anamorphic / Spherical,Anamorphic Squeeze Factor,Anamorphic Location,Housing,Front Diameter (mm),Close Focus,Length (in),Film Compatibility,Image Circle (mm),Iris Blade Count,Extender,LDS,i/Data,Support Recommended,Support Post Length (mm),Weight (lbs),Manufacture Year,Expander,Heden Motor Size,Size,Notes,Use Case,Look,Bokeh,Flare,Focus Falloff,Breathing,Focus Scale,Original Name,Needs Review,Confidence Score
Arri,Master Anamorphic,100,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm Master Anamorphic Standard Module - Rear,True,0.475
Arri,Master Anamorphic,135,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,135mm Master Anamorphic Standard Module - Rear,True,0.475
Arri,Master Anamorphic,180,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,180mm Master Anamorphic Standard Module - Rear,True,0.475
Arri,Master Anamorphic,28,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,28mm Master Anamorphic Standard Module - Rear,True,0.4615384615384615
Arri,Master Anamorphic,35,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,35mm Master Anamorphic Standard Module - Rear,True,0.4615384615384615
Arri,Master Anamorphic,40,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm Master Anamorphic Standard Module - Rear,True,0.4615384615384615
Arri,Master Anamorphic,50,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm Master Anamorphic Standard Module - Rear,True,0.4615384615384615
Arri,Master Anamorphic,60,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,60mm Master Anamorphic Standard Module - REAR,True,0.4615384615384615
Arri,Master Anamorphic,75,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm Master Anamorphic Standard Module - Rear,True,0.4615384615384615
Arri,Master Anamorphic,100,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm Master Anamorphic Flare Module - Front,True,0.5
Arri,Master Anamorphic,135,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,135mm Master Anamorphic Flare Module - Front,True,0.5
Arri,Master Anamorphic,180,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,180mm Master Anamorphic Flare Module - Front,True,0.5
Arri,Master Anamorphic,28,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,28mm Master Anamorphic Flare Module - Front,True,0.4864864864864865
Arri,Master Anamorphic,35,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,35mm Master Anamorphic Flare Module - Front,True,0.4864864864864865
Arri,Master Anamorphic,40,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm Master Anamorphic Flare Module - Front,True,0.4864864864864865
Arri,Master Anamorphic,50,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm Master Anamorphic Flare Module - Front,True,0.4864864864864865
Arri,Master Anamorphic,60,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,60mm Master Anamorphic Flare Module - Front,True,0.4864864864864865
Arri,Master Anamorphic,75,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm Master Anamorphic Flare Module - Front,True,0.4864864864864865
Arri,Master Anamorphic,100,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm Master Anamorphic Flare Module - Rear,True,0.5135135135135135
Arri,Master Anamorphic,135,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,135mm Master Anamorphic Flare Module - Rear,True,0.5135135135135135
Arri,Master Anamorphic,180,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,180mm Master Anamorphic Flare Module - Rear,True,0.5135135135135135
Arri,Master Anamorphic,28,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,28mm Master Anamorphic Flare Module - Rear,True,0.5
Arri,Master Anamorphic,35,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,35mm Master Anamorphic Flare Module - Rear,True,0.5
Arri,Master Anamorphic,40,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm Master Anamorphic Flare Module - Rear,True,0.5
Arri,Master Anamorphic,50,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm Master Anamorphic Flare Module - Rear,True,0.5
Arri,Master Anamorphic,60,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,60mm Master Anamorphic Flare Module - Rear,True,0.5
Arri,Master Anamorphic,75,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm Master Anamorphic Flare Module - Rear,True,0.5
Master,Macro,100,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,100mm Master Macro T2.0,False,0.9
Arri,Master Anamorphic,100,T1.9,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm Master Anamorphic T1.9,False,0.92
Arri,Master Anamorphic,135,T1.9,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,135mm Master Anamorphic T1.9,False,0.92
Arri,Master Anamorphic,180,T1.9,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,180mm Master Anamorphic T1.9,False,0.92
Arri,Master Anamorphic,28,T1.9,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,28mm Master Anamorphic T1.9,False,0.9166666666666666
Arri,Master Anamorphic,35,T1.9,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,35mm Master Anamorphic T1.9,False,0.9166666666666666
Arri,Master Anamorphic,40,T1.9,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm Master Anamorphic T1.9,False,0.9166666666666666
Arri,Master Anamorphic,50,T1.9,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm Master Anamorphic T1.9,False,0.9166666666666666
Arri,Master Anamorphic,60,T1.9,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,60mm Master Anamorphic T1.9,False,0.9166666666666666
Arri,Master Anamorphic,75,T1.9,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm Master Anamorphic T1.9,False,0.9166666666666666
Master,Master Prime,100,T1.3,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm Master Prime T1.3,False,1.0
Master,Master Prime,135,T1.3,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,135mm Master Prime T1.3,False,1.0
Master,Master Prime,150,T1.3,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,150mm Master Prime T1.3,False,1.0
Master,Master Prime,14,T1.3,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,14mm Master Prime T1.3,False,1.0
Master,Master Prime,16,T1.3,Prime,16MM,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,16mm Master Prime T1.3,False,1.0
Master,Master Prime,18,T1.3,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,18mm Master Prime T1.3,False,1.0
Master,Master Prime,21,T1.3,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,21mm Master Prime T1.3,False,1.0
Master,Master Prime,25,T1.3,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25mm Master Prime T1.3,False,1.0
Master,Master Prime,27,T1.3,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,27mm Master Prime T1.3,False,1.0
Master,Master Prime,32,T1.3,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,32mm Master Prime T1.3,False,1.0
Master,Master Prime,35,T1.3,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,35mm Master Prime T1.3,False,1.0
Master,Master Prime,40,T1.3,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm Master Prime T1.3,False,1.0
Master,Master Prime,50,T1.3,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm Master Prime T1.3,False,1.0
Master,Master Prime,65,T1.3,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,65mm Master Prime T1.3,False,1.0
Master,Master Prime,75,T1.3,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm Master Prime T1.3,False,1.0
Masterbuilt,Gm,160,T1.8,Prime,,LPL,Anamorphic,,,,,,,,,,,,,,,,,,,,THIS IS LPL MOUNTED,,,,,,,,160mm MasterBuilt Anastigmat T1.8 (THIS IS LPL MOUNTED),False,0.75
Masterbuilt,,105,T1.4,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,105mm MasterBuilt Classic/Vista M T1.4,True,0.5294117647058824
Masterbuilt,,135,T1.4,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,135mm MasterBuilt Classic/Vista M T1.4,True,0.5294117647058824
Masterbuilt,,18,T1.4,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,18mm MasterBuilt Classic/Vista M T1.4,True,0.5151515151515151
Masterbuilt,,25,T1.4,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25mm MasterBuilt Classic/Vista M T1.4,True,0.5151515151515151
Masterbuilt,,35,T1.4,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,35mm MasterBuilt Classic/Vista M T1.4,True,0.5151515151515151
Masterbuilt,,50,T1.4,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm MasterBuilt Classic/Vista M T1.4,True,0.5151515151515151
Masterbuilt,,65,T1.4,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,65mm MasterBuilt Classic/Vista M T1.4,True,0.5151515151515151
Masterbuilt,,85,T1.4,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,85mm MasterBuilt Classic/Vista M T1.4,True,0.5151515151515151
Masterbuilt,,14.5,T1.9,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5mm MasterBuilt SuperWide LF T1.9,True,0.59375
Masterbuilt,,40,T1.4,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm MasterBuilt Classic/Vista MT1.4,True,0.5151515151515151
Masterbuilt,,40,T1.5,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm MasterBuilt Classic/Vista MT1.5,True,0.5151515151515151
Masterbuilt,Variable Zoom,16-32,T3.0,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,16-32mm Masterbuilt Variable Zoom T3.0,False,1.0
Masterbuilt,,105,T1.4,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,105mm MasterBuilt Soft Flare T1.4,False,0.6206896551724138
Masterbuilt,,135,T1.4,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,135mm MasterBuilt Soft Flare T1.4,False,0.6206896551724138
Masterbuilt,,18,T1.4,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,18mm MasterBuilt Soft Flare T1.4,False,0.6071428571428571
Masterbuilt,,25,T1.4,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25mm MasterBuilt Soft Flare T1.4,False,0.6071428571428571
Masterbuilt,,28,T1.4,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,28mm MasterBuilt Soft Flare T1.4,False,0.6071428571428571
Masterbuilt,,35,T1.4,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,35mm MasterBuilt Soft Flare T1.4,False,0.6071428571428571
Masterbuilt,,40,T1.4,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm MasterBuilt Soft Flare T1.4,False,0.6071428571428571
Masterbuilt,,50,T1.4,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm MasterBuilt Soft Flare T1.4,False,0.6071428571428571
Masterbuilt,,65,T1.4,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,65mm MasterBuilt Soft Flare T1.4,False,0.6071428571428571
Masterbuilt,,85,T1.4,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,85mm MasterBuilt Soft Flare T1.4,False,0.6071428571428571
Masterbuilt,Portrait,100,T1.4,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm MasterBuilt Portrait T1.4,False,0.9285714285714286
Masterbuilt,Portrait,32,T1.4,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,32mm MasterBuilt Portrait T1.4,False,0.925925925925926
Masterbuilt,Portrait,55,T1.4,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,55mm MasterBuilt Portrait T1.4,False,0.925925925925926
Masterbuilt,,25-125,T3.2,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-125mm Masterbuilt Zoom T3.2,False,0.8888888888888888
Masterbuilt,,27-60,T2.9,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,27-60mm Masterbuilt Zoom T2.9,False,0.8846153846153846
Nanmorph,,1.5,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nanmorph 1.5 Squeeze S35 Anamorphic Prime,True,0.4444444444444444
,Nikkor,800,F5.6,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,800mm Nikkor F5.6,False,0.8666666666666667
Nikon,,50,T1.3,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm Nikon T1.3 - Zero-Optk,True,0.4782608695652174
Zero Optik,,105,T1.9,Prime,,,Spherical,,,Zero Optik,,,,,,,,,,,,,,,,,,,,,,,,,105mm Nikon T1.9 Zero Optik,False,0.6956521739130435
Zero Optik,,135,T2.1,Prime,,,Spherical,,,Zero Optik,,,,,,,,,,,,,,,,,,,,,,,,,135mm Nikon T2.1 Zero Optik,False,0.6956521739130435
Zero Optik,,15,T4.0,Prime,,,Spherical,,,Zero Optik,,,,,,,,,,,,,,,,,,,,,,,,,15mm NIkon T4.0 Zero Optik,False,0.6818181818181818
Zero Optik,,20,T3.0,Prime,,,Spherical,,,Zero Optik,,,,,,,,,,,,,,,,,,,,,,,,,20mm Nikon T3.0 Zero Optik,False,0.6818181818181818
Zero Optik,,24,T2.2,Prime,,,Spherical,,,Zero Optik,,,,,,,,,,,,,,,,,,,,,,,,,24mm Nikon T2.2 Zero Optik,False,0.6818181818181818
Zero Optik,,28,T2.2,Prime,,,Spherical,,,Zero Optik,,,,,,,,,,,,,,,,,,,,,,,,,28mm Nikon T2.2 Zero Optik,False,0.6818181818181818
Zero Optik,,35,T1.5,Prime,,,Spherical,,,Zero Optik,,,,,,,,,,,,,,,,,,,,,,,,,35mm Nikon T1.5 Zero Optik,False,0.6818181818181818
Zero Optik,,45,T2.8,Prime,,,Spherical,,,Zero Optik,,,,,,,,,,,,,,,,,,,,,,,,,45mm Nikon T2.8 Zero Optik,False,0.6818181818181818
Zero Optik,,55,T1.3,Prime,,,Spherical,,,Zero Optik,,,,,,,,,,,,,,,,,,,,,,,,,55mm Nikon T1.3 Zero Optik,False,0.6818181818181818
Zero Optik,,58,T1.3,Prime,,,Spherical,,,Zero Optik,,,,,,,,,,,,,,,,,,,,,,,,,58mm Nikon T1.3 Zero Optik,False,0.6818181818181818
Zero Optik,,85,T1.5,Prime,,,Spherical,,,Zero Optik,,,,,,,,,,,,,,,,,,,,,,,,,85mm Nikon T1.5 Zero Optik,False,0.6818181818181818
Zero Optik,,85,T1.9,Prime,,,Spherical,,,Zero Optik,,,,,,,,,,,,,,,,,,,,,,,,,85mm Nikon T1.9 Zero Optik,False,0.6818181818181818
,Nikkor,200,T4.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,200mm Nikkor Macro T4.0,False,0.65
,Nikkor,400,T4.0,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,400mm Nikkor T4.0 Anamorphic,True,0.52
,Fisheye,6,T2.8,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,6mm Nikkor Fisheye T2.8,False,0.6
,Fisheye,8,T2.8,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,8mm Nikkor Fisheye T2.8,False,0.6
,Fisheye,8,T3.2,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,8mm Nikkor Fisheye T3.2,False,0.6
,Nikkor,200,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,200mm Nikkor T2.0,False,0.8666666666666667
,Nikkor,300,T2.8,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,300mm Nikkor T2.8,False,0.8666666666666667
,Nikkor,400,T2.8,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,400mm Nikkor T2.8,False,0.8666666666666667
,Nikkor,300,T2,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,300mm Nikkor T2,False,0.8461538461538461
,Nikkor,600,T4,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,600mm Nikkor T4,False,0.8461538461538461
Petzval,Ef,58,,Prime,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,58mm Petzval Prime Lens - EF Mount,True,0.5714285714285714
Petzval,,85,,Prime,,PL,Spherical,,,,,,,,,,,,,,,,,,,,PL,,,,,,,,85mm Petzval Prime Lens (PL),False,0.6666666666666666
Petzval,Ef,58,,Prime,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,58mm Petzval Prime Lens BOKEH CONTROL ART BRASS - EF Mount,True,0.3333333333333333
Petzval,Ef,85,,Prime,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,85mm Petzval Prime Lens - EF Mount,True,0.5714285714285714
Petzval,,85,,Prime,,PL,Spherical,,,,,,,,,,,,,,,,,,,,PL,,,,,,,,85mm Petzval BRASS (PL),True,0.55
,Proteus,2,,Prime,S35,,Anamorphic,2x,,,,,,,,,,,,,,,,,,,,,,,,,,,Proteus 2x Squeeze S35 Anamorphic Prime,True,0.3823529411764705
Schneider Kreuznach,,150,F5.6,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,150mm SCHNEIDER KREUZNACH SYMMAR F5.6,False,0.7575757575757576
Sigma,Gm,14-24,F2.8,Zoom,,E-MOUNT,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,14-24mm SIGMA E-Mount F2.8,False,0.6521739130434783
Sigma,Gm,24-70,,Zoom,,E-MOUNT,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,24-70mm SIGMA E-Mount,True,0.5789473684210527
Sigma,Gm,105,T1.5,Prime,FF,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,105mm SIGMA FF High Speed Prime T1.5,False,0.6333333333333333
Sigma,Gm,135,T1.5,Prime,FF,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,135mm SIGMA FF High Speed Prime T1.5,False,0.6333333333333333
Sigma,Gm,14,T2.0,Prime,FF,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,14mm SIGMA FF High Speed Prime T2.0,False,0.6206896551724138
Sigma,Gm,20,T1.5,Prime,FF,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,20mm SIGMA FF High Speed Prime T1.5,False,0.6206896551724138
Sigma,Gm,24,T1.5,Prime,FF,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,24mm SIGMA FF High Speed Prime T1.5,False,0.6206896551724138
Sigma,Gm,28,T1.5,Prime,FF,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,28mm SIGMA FF High Speed Prime T1.5,False,0.6206896551724138
Sigma,Gm,35,T1.5,Prime,FF,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,35mm SIGMA FF High Speed Prime T1.5,False,0.6206896551724138
Sigma,Gm,40,T1.5,Prime,FF,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm SIGMA FF High Speed Prime T1.5,False,0.6206896551724138
Sigma,Gm,50,T1.5,Prime,FF,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm SIGMA FF High Speed Prime T1.5,False,0.6206896551724138
Sigma,Gm,65,T1.5,Prime,FF,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,65mm SIGMA FF High Speed Prime T1.5,False,0.6206896551724138
Sigma,Gm,85,T1.5,Prime,FF,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,85mm SIGMA FF High Speed Prime T1.5,False,0.6206896551724138
Sigma,Gm,50-100,T2.0,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50-100mm Sigma Cine High-Speed Zoom T2.0,True,0.5714285714285714
Sigma,Gm,18-35,T2.0,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-35mm Sigma Cine High-Speed Zoom T2.0,True,0.5588235294117647
Sigma,Gm,105,T1.5,Prime,FF,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,105mm Sigma FF Classic T1.5,False,0.6086956521739131
Sigma,Gm,135,T2.0,Prime,FF,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,135mm Sigma FF Classic T2.0,False,0.6086956521739131
Sigma,Gm,14,T2.0,Prime,FF,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,14mm Sigma FF Classic T2.0,True,0.5909090909090909
Sigma,Gm,20,T1.5,Prime,FF,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,20mm Sigma FF Classic T1.5,True,0.5909090909090909
Sigma,Gm,24,T1.5,Prime,FF,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,24mm Sigma FF Classic T1.5,True,0.5909090909090909
Sigma,Gm,28,T1.5,Prime,FF,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,28mm Sigma FF Classic T1.5,True,0.5909090909090909
Sigma,Gm,35,T1.5,Prime,FF,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,35mm Sigma FF Classic T1.5,True,0.5909090909090909
Sigma,Gm,40,T1.5,Prime,FF,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm Sigma FF Classic T1.5,True,0.5909090909090909
Sigma,Gm,50,T1.5,Prime,FF,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm Sigma FF Classic T1.5,True,0.5909090909090909
Sigma,Gm,85,T1.5,Prime,FF,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,85mm Sigma FF Classic T1.5,True,0.5909090909090909
Sigma,Gm,135,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,135mm Sigma/i T2.0,False,0.875
Sigma,Gm,14,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,14mm Sigma/i T2.0,False,0.8666666666666667
Sigma,Gm,20,T1.5,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,20mm Sigma/i T1.5,False,0.8666666666666667
Sigma,Gm,24,T1.5,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,24mm Sigma/i T1.5,False,0.8666666666666667
Sigma,Gm,35,T1.5,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,35mm Sigma/i T1.5,False,0.8666666666666667
Sigma,Gm,50,T1.5,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm Sigma/i T1.5,False,0.8666666666666667
Sigma,Gm,85,T1.5,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,85mm Sigma/i T1.5,False,0.8666666666666667
Sony,GM,100-400,F4.5-5.6,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,100-400mm Sony FE f/4.5-5.6 GM OSS Lens,True,0.5757575757575758
Sony,Fe,35,F2.8,Prime,,E-MOUNT,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,35mm Sony Sonnar T* FE E-Mount f/2.8 ZA,True,0.375
Sony,Fe,200-600,F5.6-6.3,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,200-600mm Sony FE F5.6-6.3 G OSS Lens,False,0.6129032258064516
Sony,,20-70,F4,Zoom,,E-MOUNT,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-70mm Sony G Series F4 E-Mount Lens,True,0.3225806451612903
Sony,GM,70-200,F2.8,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,70-200mm Sony FE F2.8 GM OSS II Lens,True,0.5172413793103449
Sony,GM,16-35,F2.8,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,16-35mm Sony GM F2.8 Mark II,False,0.6086956521739131
Sony,Fe,24-105,F4,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,24-105mm Sony FE F4 OSS Lens,True,0.5652173913043478
Sony,Vario-Tessar,16-35,F4,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,16-35mm Sony Vario-Tessar F4,False,0.84
Sony,Vario-Tessar,24-70,F4,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,24-70mm Sony Vario-Tessar F4,False,0.84
Sony,GM,24-70,F2.8,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,24-70mm Sony FE GM II F2.8,False,0.6666666666666666
Sony,Fe,28,F2.0,Prime,,E-MOUNT,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,28mm Sony FE E-Mount f/2.0,True,0.5454545454545454
Sony,GM,12-24,F2.8,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,12-24mm SONY FE f/2.8 GM,False,0.7
Sony,,12-24,F4,Zoom,,E-MOUNT,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,12-24mm Sony F4 E-Mount,True,0.5
Sony,,35,F1.8,Prime,,E-MOUNT,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,35mm Sony E-Mount f/1.8,True,0.5
Sony,,55,F1.8,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,55mm Sony Sonnar F1.8,True,0.5555555555555556
Sony,GM,100,F2.8,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm Sony FE GM F2.8,False,0.7647058823529411
Sony,GM,16-35,F2.8,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,16-35mm Sony GM F2.8,False,0.8235294117647058
